Nome aceito,Cidade,Estado,País,Latitude,Longitude
Luffa operculata,Cabrobó,Pernambuco,Brasil, -8.448611, -39.429167
Phytolacca thyrsiflora,Itabira,Minas Gerais,Brasil, -19.6191997528076, -43.2268981933594
Phytolacca thyrsiflora,Ponta Grossa,Paraná,Brasil, -25.0949993133545, -50.1618995666504
Phytolacca thyrsiflora,Piraquara,Paraná,Brazil, -25.4416999816895, -49.0633010864258
Phytolacca thyrsiflora,Fazenda do Pinga,São Paulo,Brasil,,
Phytolacca thyrsiflora, Mata Atlântica.,Ubatuba,São Paulo,Brazil, -23.4300003051758
Phytolacca thyrsiflora,,Paraná,Brazil,,
Phytolacca thyrsiflora,Paula Cândido,Minas Gerais,Brasil, -20.8742008209229, -42.9803009033203
Phytolacca thyrsiflora,Caeté,MG,Brasil, -19.8799991607666, -43.6697006225586
Phytolacca thyrsiflora,Lapa,Paraná,Brasil, -25.7696990966797, -49.7158012390137
Phytolacca thyrsiflora,Londrina,Paraná,Brasil, -23.3103008270264, -51.1627998352051
Phytolacca thyrsiflora, N8.,Parauapebas,Pará,Brasil, -6.188889
Phytolacca thyrsiflora,Araruna,PR,Brasil, -23.934917, -52.646833
Phytolacca thyrsiflora,Paranaguá,Paraná,Brasil, -25.5200004577637, -48.5092010498047
Phytolacca thyrsiflora, Serra da Cachoeira, sobre lajeiro.,Messias,Alagoas,Brasil
Phytolacca thyrsiflora,Santo André,São Paulo,Brasil, -23.6599998474121, -46.5299987792969
Phytolacca thyrsiflora,,,Brazil,,
Phytolacca thyrsiflora,Guarapari,Espírito Santo,Brasil, -20.6580009460449, -40.5110015869141
Phytolacca thyrsiflora,ITAMARAJÚ,Bahia,Brasil, -17.0391998291016, -39.5311012268066
Phytolacca thyrsiflora, BR-116,,Paraná,Brazil,
Phytolacca thyrsiflora,Ortigueira,Paraná,Brasil, -24.2082996368408, -50.9494018554688
Phytolacca thyrsiflora, beira da trilha,Mauá da Serra,Paraná,Brasil, -23.933333
Phytolacca thyrsiflora,Canela,RS,Brasil, -29.3656005859375, -50.815601348877
Phytolacca thyrsiflora,Curitiba,Paraná,Brasil, -25.4277992248535, -49.2731018066406
Phytolacca thyrsiflora,São Leopoldo,RS,Brasil, -29.7602996826172, -51.1472015380859
Phytolacca thyrsiflora, estrada Taubaté - Ubatuba.,Ubatuba,São Paulo,Brasil, -23.389722
Phytolacca thyrsiflora,Blumenau,Santa Catarina,Brasil, -26.9193992614746, -49.0661010742188
Phytolacca thyrsiflora,NILO PEÇANHA,Bahia,Brasil, -13.5993995666504, -39.1068992614746
Phytolacca thyrsiflora,Campo Largo,Paraná,Brasil, -25.0036, -49.6366
Phytolacca thyrsiflora,Joinville,Santa Catarina,Brasil, -26.3043994903564, -48.8456001281738
Phytolacca thyrsiflora,Guaíba,RS,Brasil, -30.113899230957, -51.3250007629395
Phytolacca thyrsiflora,Pinhais,Paraná,Brazil, -25.4447002410889, -49.1925010681152
Phytolacca thyrsiflora,São Leopoldo,RS,Brasil, -29.7602996826172, -51.1472015380859
Phytolacca thyrsiflora, Floresta Ombrófila Densa Alto-Montana,Camanducaia,Minas Gerais,Brazil, -22.7553005218506
Phytolacca thyrsiflora,,ParÃ¡,Brasil, -6.07, -50.13
Phytolacca thyrsiflora,Campo dos Padres,SC,Brasil,,
Phytolacca thyrsiflora,,,Brasil,,
Phytolacca thyrsiflora,Botucatu,São Paulo,Brasil, -22.8799991607666, -48.439998626709
Phytolacca thyrsiflora,Mateiros,Tocantins,Brasil, -10.55, -46.1333333333
Phytolacca thyrsiflora,Belo Horizonte,Minas Gerais,Brasil, -19.9207992553711, -43.937801361084
Phytolacca thyrsiflora,Brasília,Distrito Federal,Brasil, -15.083333, -47
Phytolacca thyrsiflora, Área do Cristo, mata do Taquara, borda de IBGE,Brasília,Distrito Federal
Phytolacca thyrsiflora, Cachoeira da Fumaca,Palmeiras,Bahia,Brasil, -12.516667
Phytolacca thyrsiflora, Bifurcação da MG-010 para Morro do Pilar.,Santana do Riacho,Minas Gerais,Brasil, -19.232389
Phytolacca thyrsiflora,São José da Lage,Alagoas,Brasil, -9.00971984863281, -36.0583000183105
Phytolacca thyrsiflora,Palmeiras,Bahia,Brazil, -12.45, -41.466667
Phytolacca thyrsiflora,São Mateus do Sul,Paraná,Brazil, -25.8742008209229, -50.3828010559082
Phytolacca thyrsiflora,Curitiba,Paraná,Brazil, -25.4277992248535, -49.2731018066406
Phytolacca thyrsiflora,Balsa Nova,Paraná,Brasil, -25.5839004516602, -49.6356010437012
Phytolacca thyrsiflora, outcrops, and creek margin, Serra de Cipo, km 132 (ca 153 km N of Belo Horizonte),
Phytolacca thyrsiflora,Brasília,Distrito Federal,Brasil, -15.7797, -47.9294
Phytolacca thyrsiflora, ca 14.5km NW of Lençóis just N of the main Seabra-Itaberaba road.,Palmeiras,Bahia,Brasil, -12.45
Phytolacca thyrsiflora, at summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31,,Minas Gerais
Phytolacca thyrsiflora,Jacupiranga,São Paulo,Brazil, -24.6900005340576, -48
Phytolacca thyrsiflora,Maracajá,Santa Catarina,Brasil, -28.8472222, -49.4530556
Phytolacca thyrsiflora,Irati,Paraná,Brazil, -25.4671993255615, -50.6511001586914
Phytolacca thyrsiflora,Celso Ramos,SC,Brasil, -27.6343994140625, -51.3363990783691
Phytolacca thyrsiflora,Jaguariaíva,Paraná,Brazil, -24.2511005401611, -49.7057991027832
Phytolacca thyrsiflora,ItajaÃ­,Santa Catarina,Brasil, -26.9081, -48.6617
Phytolacca thyrsiflora,Gouveia,Minas Gerais,Brasil, -18.4543991088867, -43.7407989501953
Phytolacca thyrsiflora,Peruíbe,São Paulo,Brazil, -24.3199996948242, -46.9900016784668
Phytolacca thyrsiflora,Lagoa Vermelha,Rio Grande do Sul,Brasil, -28.4002778, -51.3441666
Phytolacca thyrsiflora,Socorro,São Paulo,Brasil, -22.5914, -46.5289
Phytolacca thyrsiflora, beira da trilha,Mauá da Serra,Paraná,Brasil, -23.933333
Phytolacca thyrsiflora,ITAMARAJÚ,Bahia,Brasil, -17.0391998291016, -39.5311012268066
Phytolacca thyrsiflora, Cachoeira da Água Vermelha.,Rio Preto,Minas Gerais,Brasil, -22.0891990661621
Phytolacca thyrsiflora,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697, -43.5080986022949
Phytolacca thyrsiflora, Área do Cristo,Brasília,Distrito Federal,Brasil, -15.866667
Phytolacca thyrsiflora,Mogi das Cruzes,São Paulo,Brasil, -23.5228004455566, -46.1883010864258
Phytolacca thyrsiflora, PESM, Núcleo Santa Virgínia,São Luís do Paraitinga,São Paulo,Brasil
Phytolacca thyrsiflora,LINHARES,ES,BRASIL, -19.3910999298096, -40.0722007751465
Phytolacca thyrsiflora, fundos, ao longo da linha férrea.,Rio Negrinho,Santa Catarina,Brasil
Phytolacca thyrsiflora,,,?,,
Phytolacca thyrsiflora,palmeiras,Bahia,Brasil, -12.45, -41.466667
Phytolacca thyrsiflora,São Mateus do Sul,Paraná,Brasil, -25.8742008209229, -50.3828010559082
Phytolacca thyrsiflora, km 35 da Rodovia Rio/Santos.,Ubatuba,São Paulo,Brasil, -23.4300003051758
Phytolacca thyrsiflora,Vargem Grande Paulista,São Paulo,Brasil, -23.6, -47.02
Phytolacca thyrsiflora,RIO DE CONTAS,Bahia,Brasil, -13.516667, -41.966667
Phytolacca thyrsiflora,Belo Horizonte,Minas Gerais,Brasil, -19.9207992553711, -43.937801361084
Phytolacca thyrsiflora,Antonina,Paraná,Brazil, -25.4286003112793, -48.7118988037109
Phytolacca thyrsiflora,Porto Alegre,RS,Brasil, -30.0191388889, -51.2372222222
Phytolacca thyrsiflora, A oeste de Lençóis, perto de Caeté-Açu.,Lençóis,Bahia,Brasil
Phytolacca thyrsiflora,Jaguariaíva,PR,Brasil, -24.2511005401611, -49.7057991027832
Phytolacca thyrsiflora,Itu,São Paulo,Brazil, -23.2600002288818, -47.2900009155273
Phytolacca thyrsiflora,Itapoá,Santa Catarina,Brasil, -26.1168994903564, -48.6161003112793
Phytolacca thyrsiflora,Cel. Pacheco,Minas Gerais,Brasil,,
Phytolacca thyrsiflora,Itanhaém,São Paulo,Brasil, -24.18, -46.78
Phytolacca thyrsiflora,Biritiba-Mirim,SP,Brasil, -23.633333, -45.866667
Phytolacca thyrsiflora,São José dos Pinhais,Paraná,Brasil, -25.5347003936768, -49.2064018249512
Phytolacca thyrsiflora, Tarumã,Curitiba,Paraná,Brasil, -25.427667
Phytolacca thyrsiflora,Lavras,Minas Gerais,Brasil, -21.245278, -44.999444
Phytolacca thyrsiflora, 8Km da Usina Camaragibe.,Matriz do Camaragibe,Alagoas,Brasil, -9.201389
Phytolacca thyrsiflora,Juquitiba,São Paulo,Brasil, -23.9300003051758, -47.060001373291
Phytolacca thyrsiflora, 64km de Muriaé,,Minas Gerais,Brazil,
Phytolacca thyrsiflora, Trilha açude das Moças, borda da mata.,Jaqueira,Pernambuco,Brasil
Phytolacca thyrsiflora,São Leopoldo,RS,Brasil, -29.7602996826172, -51.1472015380859
Phytolacca thyrsiflora,Erechim,RS,Brasil, -27.6341991424561, -52.2738990783691
Phytolacca thyrsiflora,São Paulo,São Paulo,Brasil, -23.5400009155273, -46.6300010681152
Phytolacca thyrsiflora,Amambai,Mato Grosso do Sul,Brazil, -23.118472, -55.320619
Phytolacca thyrsiflora,Porto Alegre,RS,Brasil, -30.0331001281738, -51.2299995422363
Phytolacca thyrsiflora,Santo André,São Paulo,Brasil, -23.766667, -46.35
Phytolacca thyrsiflora,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697, -43.5080986022949
Phytolacca thyrsiflora,Juquiá,São Paulo,Brazil, -24.3199996948242, -47.6300010681152
Phytolacca thyrsiflora,Caxias do Sul,Rio Grande do Sul,Brasil, -29.1681003570557, -51.1794013977051
Phytolacca thyrsiflora,Caxias do Sul,Rio Grande do Sul,Brasil, -29.1683, -51.1792
Phytolacca thyrsiflora,Curitiba,Paraná,Brazil, -25.4277992248535, -49.2731018066406
Phytolacca thyrsiflora, Córrego Fundo, Corrego Fundo,Jataizinho,Paraná,Brasil
Phytolacca thyrsiflora,São Paulo,São Paulo,Brasil, -23.5400009155273, -46.6300010681152
Phytolacca thyrsiflora,Rio Branco do Sul,Paraná,Brasil, -25.1900005340576, -49.3142013549805
Phytolacca thyrsiflora,Porto Alegre,RS,Brasil, -30.0331001281738, -51.2299995422363
Phytolacca thyrsiflora,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697, -43.5080986022949
Phytolacca thyrsiflora,Itaporanga d'Ajuda,Sergipe,Brasil, -10.998333, -37.310278
Phytolacca thyrsiflora,Viçosa,Minas Gerais,Brasil, -20.7539005279541, -42.8819007873535
Phytolacca thyrsiflora,Piraquara,Paraná,Brazil, -25.4416999816895, -49.0633010864258
Phytolacca thyrsiflora,,,,,
Phytolacca thyrsiflora,Gouvêa,Minas Gerais,Brasil,,
Phytolacca thyrsiflora,Caxias do Sul,Rio Grande do Sul,Brasil, -29.1681003570557, -51.1794013977051
Phytolacca thyrsiflora, Área da Aracruz Celulose,Alcobaça,Bahia,Brasil, -17.516667
Phytolacca thyrsiflora, Mata da Areia Branca.,Conde,Bahia,Brasil, -12.026111
Phytolacca thyrsiflora,Cruzeiro,São Paulo,Brazil, -22.483333, -45.016667
Phytolacca thyrsiflora,Santa Bárbara,Minas Gerais,Brasil, -19.959400177002, -43.4152984619141
Phytolacca thyrsiflora,Poços de Caldas,Minas Gerais,Brasil, -21.7877998352051, -46.5614013671875
Phytolacca thyrsiflora,São Thomé das Letras,Minas Gerais,Brasil, -21.627092, -44.919525
Phytolacca thyrsiflora,Lapa,Paraná,Brazil, -25.7696990966797, -49.7158012390137
Phytolacca thyrsiflora, BAG - Plantas Medicinais, SAIN Parque Rural.,BRASILIA,DF,Brasil
Phytolacca thyrsiflora,Palhoça,SC,Brasil, -27.645299911499, -48.6678009033203
Phytolacca thyrsiflora,Pariquera-Açú,SP,Brasil, -24.7099990844727, -47.8800010681152
Phytolacca thyrsiflora, forest remnant on slope of Río Paraiba Valley,, Leopoldina-Além-Paraiba road.,,Minas Gerais
Phytolacca thyrsiflora, Serra Boa ao N S. Joao do Panelinha.,CAMACAN,Bahia,Brasil, -15.4191999435425
Phytolacca thyrsiflora,Canela,Rio Grande do Sul,Brasil, -29.3656005859375, -50.815601348877
Phytolacca thyrsiflora,Curitiba,PR,Brasil, -25.4277992248535, -49.2731018066406
Phytolacca thyrsiflora,São Bento do Sul,Santa Catarina,Brasil, -26.2502994537354, -49.3786010742188
Phytolacca thyrsiflora, Goiás in valley of Rio Corumba. Disturbed valley bottom near river, black sandy soil,,,Brazil
Phytolacca thyrsiflora, Primeiro ponto,Ortigueira,Paraná,Brasil, -24.2082996368408
Phytolacca thyrsiflora,JaguariaÃ­va,ParanÃ¡,Brasil, -24.2511, -49.7056
Phytolacca thyrsiflora,Herval,RS,Brasil, -32.0236015319824, -53.3955993652344
Phytolacca thyrsiflora,Curitiba,Paraná,Brasil, -25.4277992248535, -49.2731018066406
Phytolacca thyrsiflora,,SÃ£o Paulo,Brasil,,
Phytolacca thyrsiflora,São Roque,São Paulo,Brasil, -23.5200004577637, -47.1300010681152
Phytolacca thyrsiflora, Morro do Pai In cio,Lençóis,Bahia,Brasil, -12.5
Phytolacca thyrsiflora,Atibaia,São Paulo,Brazil, -23.1100006103516, -46.5499992370605
Phytolacca thyrsiflora,Jundiaí do Sul,Paraná,Brazil, -23.4367008209229, -50.247501373291
Phytolacca thyrsiflora,Torres,Rio Grande do Sul,Brasil, -29.3353004455566, -49.7268981933594
Phytolacca thyrsiflora, Ilha de Santa Catarina.,Florianópolis,Santa Catarina,Brasil, -27.596700668335
Phytolacca thyrsiflora,São Jerônimo da Serra,Paraná,Brasil, -23.7275009155273, -50.7411003112793
Phytolacca thyrsiflora,Viçosa,Minas Gerais,Brasil, -20.7539005279541, -42.8819007873535
Phytolacca thyrsiflora,Ibateguara-Coimbra,Alagoas,Brasil,,
Phytolacca thyrsiflora,Porto Alegre,RS,Brasil, -30.0331001281738, -51.2299995422363
Phytolacca thyrsiflora, Campus Universitário, Morro da Caixa d#?#Água, Ilha de Santa Catarina.,Florianópolis,Santa Catarina
Phytolacca thyrsiflora,São Francisco de Paula,RS,Brasil, -29.4480991363525, -50.5835990905762
Phytolacca thyrsiflora,Passo do Socorro,RS,Brasil,,
Phytolacca thyrsiflora,LUZIANIA,GO,Brasil, -16.2525005340576, -47.9502983093262
Phytolacca thyrsiflora,São Mateus do Sul,Paraná,Brasil, -25.8955, -50.432167
Phytolacca thyrsiflora,Campos do Jordão,SP,Brasil, -22.773333, -45.5625
Phytolacca thyrsiflora,Candelaria,RS,Brasil, -29.6692008972168, -52.7888984680176
Phytolacca thyrsiflora,São Paulo,São Paulo,Brazil, -23.5400009155273, -46.6300010681152
Phytolacca thyrsiflora,Curitiba,PR,Brasil, -25.4277992248535, -49.2731018066406
Phytolacca thyrsiflora,Jacobina,Bahia,Brasil, -11.166667, -40.516667
Phytolacca thyrsiflora,Sapopema,Paraná,Brasil, -23.9108, -50.5803
Phytolacca thyrsiflora,Paranaguá,Paraná,Brazil, -25.5200004577637, -48.5092010498047
Phytolacca thyrsiflora,Areia,PB,Brasil, -6.96332979202271, -35.6916999816895
Phytolacca thyrsiflora,,,Brazil,,
Phytolacca thyrsiflora,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697, -43.5080986022949
Phytolacca thyrsiflora,Lavras,Minas Gerais,Brasil, -21.245278, -44.999444
Phytolacca thyrsiflora,Itararé,São Paulo,Brasil, -24.1100006103516, -49.3400001525879
Phytolacca thyrsiflora, borda da mata.,,Pernambuco,Brasil, -8.7136
Phytolacca thyrsiflora,,MG,Brasil,,
Phytolacca thyrsiflora,Assis,SP,Brasil, -22.6599998474121, -50.4099998474121
Phytolacca thyrsiflora,Ponte Alta,Santa Catarina,Brasil, -27.4841995239258, -50.380298614502
Phytolacca thyrsiflora,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697, -43.5080986022949
Phytolacca thyrsiflora,Camanducaia,Minas Gerais,Brasil, -22.7553, -46.1447
Phytolacca thyrsiflora, estrada para Lumiar.,Nova Friburgo,Rio de Janeiro,Brasil, -22.2819
Phytolacca thyrsiflora,,,Paraguay,,
Phytolacca thyrsiflora,São Mateus do Sul,Paraná,Brazil, -25.8742008209229, -50.3828010559082
Phytolacca thyrsiflora,Adrianópolis,Paraná,Brasil, -24.8559, -48.7183
Phytolacca thyrsiflora,,Rio de Janeiro,Brasil,,
Phytolacca thyrsiflora, Colégio Anchieta.,Nova Friburgo,Rio de Janeiro,Brazil, -22.2819004058838
Phytolacca thyrsiflora,,,Indisponível,,
Phytolacca thyrsiflora,Caxias do Sul,Rio Grande do Sul,Brasil, -29.1681003570557, -51.1794013977051
Phytolacca thyrsiflora,Cunha,São Paulo,Brazil, -23.0699996948242, -44.9599990844727
Phytolacca thyrsiflora,São Paulo,São Paulo,Brasil, -23.5400009155273, -46.6300010681152
Phytolacca thyrsiflora,Guapimirim,Rio de Janeiro,Brasil, -22.570833, -42.9
Phytolacca thyrsiflora,Poços de Caldas,Minas Gerais,Brasil, -21.7877998352051, -46.5614013671875
Phytolacca thyrsiflora,,São Paulo,Brasil,,
Phytolacca thyrsiflora,Antonina,Paraná,Brazil, -25.4286003112793, -48.7118988037109
Phytolacca thyrsiflora,Porto Firme,Minas Gerais,Brasil, -20.6732997894287, -43.084400177002
Phytolacca thyrsiflora,Monte Alegre do Sul,São Paulo,Brasil, -22.6800003051758, -46.6800003051758
Phytolacca thyrsiflora,Xanxerê,Santa Catarina,Brasil, -26.8744445, -52.3894444
Phytolacca thyrsiflora,Serra do Espinhaço,Minas Gerais,Brasil,,
Phytolacca thyrsiflora, distrito de Rubião Júnior,Botucatu,São Paulo,Brasil, -22.916667
Phytolacca thyrsiflora,Ubatuba,São Paulo,Brasil, -23.4339, -45.0711
Phytolacca thyrsiflora,Carrancas,Minas Gerais,Brasil, -21.488056, -44.642778
Phytolacca thyrsiflora,Gouveia,Minas Gerais,Brasil, -18.4543991088867, -43.7407989501953
Phytolacca thyrsiflora,São José dos Pinhais,Paraná,Brazil, -25.5347003936768, -49.2064018249512
Phytolacca thyrsiflora,Curitiba,Paraná,Brasil, -25.403, -49.3247
Phytolacca thyrsiflora,Paranaguá,Paraná,Brazil, -25.5200004577637, -48.5092010498047
Phytolacca thyrsiflora,Cana Verde,Minas Gerais,Brasil, -21.0207996368408, -45.1819000244141
Phytolacca thyrsiflora,Alto Caparaó,Minas Gerais,Brasil, -20.4333000183105, -41.8683013916016
Phytolacca thyrsiflora,Doutor Ulysses,Paraná,Brasil, -24.5680999755859, -49.4197006225586
Phytolacca thyrsiflora,Poços de Caldas,Minas Gerais,Brazil, -21.7877998352051, -46.5614013671875
Phytolacca thyrsiflora, fundos, ao longo da linha férrea,Rio Negrinho,Santa Catarina,Brasil
Phytolacca thyrsiflora,São Bento do Sul,Santa Catarina,Brasil, -26.275633, -49.383625
Phytolacca thyrsiflora,,RS,Brasil,,
Phytolacca thyrsiflora, RPPN Serra Bonita, 9,7 km W de Camacã na estrada para Jacareci, daí 6 km SW na estrada para a RPPN e Torre da Embratel.,CAMACAN
Phytolacca thyrsiflora,Cananéia,São Paulo,Brasil, -25.197304, -47.992538
Phytolacca thyrsiflora,Sapé,Paraíba,Brasil, -7.096389, -35.2325
Phytolacca thyrsiflora,PalhoÃ§a,Santa Catarina,Brasil, -27.903779, -49.128424
Phytolacca thyrsiflora, a dir. 4,5Km N entr.,ILHÉUS,Bahia,Brasil
Phytolacca thyrsiflora, Borda, Aterro Sanitário da Caximba,Curitiba,Paraná,Brasil
Phytolacca thyrsiflora,Candelária,Rio Grande do Sul,Brasil, -29.6692, -52.7889
Phytolacca thyrsiflora,Pedras de Fogo,Paraíba,Brasil, -7.401939868927, -35.1164016723633
Phytolacca thyrsiflora, beira do riacho Varanal, pon, beira do riacho Varanal, ponto 2,Telêmaco Borba
Phytolacca thyrsiflora,Tombos,Minas Gerais,Brasil, -20.9046993255615, -42.0228004455566
Phytolacca thyrsiflora,,Rio de Janeiro,Brazil,,
Phytolacca thyrsiflora,Nova Lima,Minas Gerais,Brasil, -19.9855995178223, -43.8466987609863
Phytolacca thyrsiflora, 4 km S. E. of Viçosa on road to São Miguel.,Viçosa,Minas Gerais,Brasil, -20.74411
Phytolacca thyrsiflora,Candelária,RS,Brasil, -29.6692008972168, -52.7888984680176
Phytolacca thyrsiflora,Butantan,São Paulo,Brasil,,
Phytolacca thyrsiflora, Vertente leste. A noroeste do Campo do Queiroz.,Rio de Contas,Bahia,Brasil, -13.516667
Phytolacca thyrsiflora,Luziânia,Goiás,Brasil, -16.2525, -47.9503
Phytolacca thyrsiflora,Timbó Grande,Santa Catarina,Brasil, -26.645, -50.7513889
Phytolacca thyrsiflora,Parauapebas,Pará,Brasil, -6.314167, -49.7
Phytolacca thyrsiflora, arredores,São José dos Pinhais,Paraná,Brazil, -25.5347003936768
Phytolacca thyrsiflora,Tombos,Minas Gerais,Brasil, -20.9047, -42.0228
Phytolacca thyrsiflora,Angatuba,São Paulo,Brazil, -23.711192, -48.588778
Phytolacca thyrsiflora,São Paulo,São Paulo,Brasil, -23.5400009155273, -46.6300010681152
Phytolacca thyrsiflora,São José dos Pinhais,Paraná,Brasil, -25.5347003936768, -49.2064018249512
Phytolacca thyrsiflora, Córrego Cabeça de Veado,Brasília,Distrito Federal,Brasil, -15.866667
Phytolacca thyrsiflora,Caxias do Sul,Rio Grande do Sul,Brasil, -29.1681003570557, -51.1794013977051
Phytolacca thyrsiflora, Estação Experimental,Jundiaí,São Paulo,Brasil, -23.111861
Phytolacca thyrsiflora,PORTO SEGURO,BA,Brasil, -16.374166, -39.0775
Phytolacca thyrsiflora,Rio de Contas,Bahia,Brasil, -13.52, -41.97
Phytolacca thyrsiflora,Jundiaí,São Paulo,Brazil, -23.1800003051758, -46.8800010681152
Phytolacca thyrsiflora,,São Paulo,Brasil,,
Phytolacca thyrsiflora,Farroupilha,Rio Grande do Sul,Brasil, -29.2250003814697, -51.3478012084961
Phytolacca thyrsiflora,Itapeva,SP,Brasil, -24.045833, -49.073333
Phytolacca thyrsiflora,São Paulo,São Paulo,Brasil, -23.5400009155273, -46.6300010681152
Phytolacca thyrsiflora,Campo Largo,Paraná,Brasil, -25.4585990905762, -49.5283012390137
Phytolacca thyrsiflora,Araucária,Paraná,Brasil, -25.5930995941162, -49.4103012084961
Phytolacca thyrsiflora,Sapopema,Paraná,Brasil, -23.9108009338379, -50.5802993774414
Phytolacca thyrsiflora, ca. 14.5km N.W. of Lencois just N. of the main Seabra-Itaberaba road. Municipio of Palmeiras. Open grassy slopes with marshy ground; low shrubs & low evergreen woodland valleys by small stream & in s,,Bahia,Brazil, -12.45
