Nome aceito,Cidade,Estado,País,Latitude,Longitude
Achyrocline alata,Rio de Contas,Bahia,Brazil, -13.5789003372192, -41.8114013671875
Achyrocline alata,Brasília,Distrito Federal,Brasil, -15.7797002792358, -47.9296989440918
Achyrocline alata,ÉRICO CARDOSO,Bahia,Brasil, -13.272222, -42.113611
Achyrocline alata, Fazenda José Pires a 4km de Brazlândia,Brazlândia,Distrito Federal,Brasil, -15.5725
Achyrocline alata,Capão da Canoa,Rio Grande do Sul,Brasil, -29.7455997467041, -50.0097007751465
Achyrocline alata,,Distrito Federal,Brazil,,
Floscopa glabrata,,Paraná,Brazil,,
Floscopa glabrata,Rio de Contas,Bahia,Brasil, -13.5789003372192, -41.8114013671875
Floscopa glabrata,Balsa Nova,Paraná ,Brasil, -25.551944, -49.808611
Floscopa glabrata,Embu,São Paulo,Brasil, -23.6399993896484, -46.8499984741211
Floscopa glabrata, aproximandamente 8km ao sudeste da cidade de Rio de Contas na Fazenda Marion, Córrego de Baeta,Rio de Contas,Bahia,Brasil
Floscopa glabrata,Santana do Riacho,Minas Gerais,Brasil, -19.1689, -43.7144
Floscopa glabrata,,,?,,
Floscopa glabrata,Santana do Riacho,Minas Gerais,Brasil, -19.1689, -43.7144
Floscopa glabrata,Uberlândia,Minas Gerais,Brazil, -18.9186000823975, -48.2771987915039
Floscopa glabrata, brejo, Invernada, Caçador.,São José do Barreiro,São Paulo
Floscopa glabrata,Bauru,São Paulo,Brasil, -22.3099994659424, -49.060001373291
Floscopa glabrata, Estrada à direita da entrada após as mangueiras antes do Rio Topázios,Cristalina,Goiás,Brasil, -16.731111
Floscopa glabrata, encharcado e com poucos arbustos,Luís Antônio,São Paulo,Brazil, -21.5499992370605
Floscopa glabrata,Santana do Riacho,Minas Gerais,Brasil, -19.1689, -43.7144
Floscopa glabrata, Sobradinho, D.F., ca. 20 km. E. of Brasília.,,Distrito Federal
Floscopa glabrata, at border of Botucatu-Itatinga.,Botucatu,São Paulo,Brazil, -22.8799991607666
Floscopa glabrata,Antonina,Paraná,Brazil, -25.4286003112793, -48.7118988037109
Floscopa glabrata,Jaquirana,RS,Brasil, -29.078333, -50.423611
Floscopa glabrata, estrada da Rodagem Federal km 8 south of Lajes,Lages,Santa Catarina,Brasil, -27.8161
Floscopa glabrata,Bocaina do Sul,Santa Catarina,Brazil, -20.476667, -47.7075
Floscopa glabrata,São Leopoldo,RS,Brasil, -29.7602996826172, -51.1472015380859
Floscopa glabrata,Piraquara,Paraná,Brazil, -25.4416999816895, -49.0633010864258
Floscopa glabrata, futura Usina Hidroelétrica (PCH) Alto Sucuriú, Distrito de Paraíso,Costa Rica,Mato Grosso do Sul,Brasil
Floscopa glabrata,Brasília,Distrito Federal,Brasil, -15.7797002792358, -47.9296989440918
Floscopa glabrata,,Minas Gerais,Brazil,,
Floscopa glabrata,Sao Paulo,SÃ£o Paulo,Brasil, -23.5403, -46.63
Floscopa glabrata, km 307, Fazenda São Maximiano.,Guaíba,RS,Brasil
Floscopa glabrata,Capistrano,Ceará,Brasil, -4.46999979019165, -38.9014015197754
Floscopa glabrata,Curitiba,Paraná,Brazil, -25.4277992248535, -49.2731018066406
Floscopa glabrata,Itá,RS,Brasil,,
Floscopa glabrata,Planaltina,Distrito Federal,Brasil, -100, -47.676028
Floscopa glabrata,Viamão,Rio Grande do Sul,Brazil, -30.0811004638672, -51.0233001708984
Floscopa glabrata,,,Brasil,,
Floscopa glabrata,Rio de Contas,Bahia,Brasil, -13.5, -41.866667
Floscopa glabrata, Embrapa; Varjão, próximo a ferrovia Campo Grande-Ponta Porã,Terenos,Mato Grosso do Sul,Brasil
Floscopa glabrata,,,Brasil,,
Floscopa glabrata, ponte sobre o Córrego Três Pontinhas.,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328
Floscopa glabrata,Belo Horizonte,Minas Gerais,Brasil, -19.9207992553711, -43.937801361084
Floscopa glabrata,Caxias do Sul,Rio Grande do Sul,Brazil, -29.1681003570557, -51.1794013977051
Floscopa glabrata, margem direita, jusante da ponte, estrada porto José - Marilena,Marilena,Paraná
Floscopa glabrata, Nazarè prope Bahia.,,,Brazil,
Floscopa glabrata,Balsa Nova,Paraná,Brazil, -25.551944, -49.808611
Floscopa glabrata, no anel viário, sentodo Três Lagoas Sidrolândia; 8km do trevo depois da EMBRAPA na BR 262, direção Sidrolândia,Campo Grande,Mato Grosso do Sul
Floscopa glabrata,Sousa,Paraíba,Brasil, -6.7591700553894, -38.228099822998
Floscopa glabrata,Crato,Ceará,Brasil, -7.23416996002197, -39.4094009399414
Floscopa glabrata,Ibateguara,Alagoas,Brasil, -9.623611, -36.576111
Floscopa glabrata,Osório,Rio Grande do Sul,Brasil, -29.9661111, -50.2269445
Floscopa glabrata, à sombra, entre rochas.,Grão Mogol,Minas Gerais,Brasil
Floscopa glabrata,,RondÃ#?#nia,Brasil, -10.566667, -63.616667
Floscopa glabrata,,,Argentina,,
Floscopa glabrata,Rio de Contas,Bahia,Brasil, -13.5789, -41.8114
Floscopa glabrata,Tombos,Minas Gerais,Brasil, -20.9046993255615, -42.0228004455566
Floscopa glabrata,,Ceará,Brasil,,
Floscopa glabrata, Fundos do parque, em frente ao bairro José Regina ou Núcleo 25, lado direito da SP 225 no sentido Bauru_Jaú.,Bauru,São Paulo
Floscopa glabrata,Ribeirão Preto,São Paulo,Brasil, -21.1700000762939, -47.810001373291
Floscopa glabrata,Formosa,Goiás,Brazil, -15.5371999740601, -47.334400177002
Floscopa glabrata, córrego Forquilha afluente do Rio Paranoá.,,Distrito Federal,Brazil,
Floscopa glabrata,Rio de Contas,Bahia,Brazil, -13.5789003372192, -41.8114013671875
Floscopa glabrata, Rodovia Belo Horizonte - Conceição do Mato Dentro. Ponte sobre o Córrego Três Pontinhas.,Santana do Riacho,Minas Gerais,Brazil, -19.1688995361328
Floscopa glabrata, Estrada para São João da Chapada. Afloramento rochoso e campo rupestre.,,Minas Gerais,Brazil, -18.18222
Floscopa glabrata, meia sombra da mata, próximo pequeno córrego temporário.,Maraial,Pernambuco,Brasil
Floscopa glabrata,Perdizes,Minas Gerais,Brasil, -19.3528003692627, -47.2928009033203
Floscopa glabrata,Santa Maria Madalena,Rio de Janeiro,Brasil, -21.9552993774414, -42.0080986022949
Floscopa glabrata,Balsa Nova,PR,Brasil, -25.5839004516602, -49.6356010437012
Floscopa glabrata,,São Paulo,Brasil,,
Floscopa glabrata,Rio de Contas,Bahia,Brasil, -13.531667, -41.8625
Floscopa glabrata, Próximo ao Rio Brumadinho,Rio de Contas,Bahia,Brazil, -13.523056
Floscopa glabrata, de Corguinho ao Distrito de Taboco, próximo à ponte sobre o Córrego Corguinho.,Corguinho,Mato Grosso do Sul,Brasil
Floscopa glabrata,Dep. San Miguel,Corrientes,Argentina,,
Floscopa glabrata,Torres,RS,Brasil, -29.3353004455566, -49.7268981933594
Floscopa glabrata, n of sao joao da chapada,,Minas Gerais,Brazil,
Floscopa glabrata,livramento do brumado,Bahia,Brasil, -13.633333, -41.816667
Floscopa glabrata, saída para Bandeirantes, margem do rio, abaixo da cascata do Kubota.,Rio Negro,Mato Grosso do Sul
Floscopa glabrata,,,Brasil,,
Floscopa glabrata, parque nacional do araripe,Crato,Ceará,Brazil, -7.23416996002197
Floscopa glabrata,,,Brasil,,
Floscopa glabrata,Livramento do Brumado,Bahia,Brazil, -13.6430997848511, -41.8405990600586
Floscopa glabrata,São Jerônimo,Rio Grande do Sul,Brasil, -29.9591999053955, -51.7221984863281
Floscopa glabrata, Brejo.,Tombos,Minas Gerais,Brasil, -20.9046993255615
Floscopa glabrata, cachoeira do tiquira,,Goiás,Brazil,
Floscopa glabrata,Piraquara,Paraná,Brazil, -25.4416999816895, -49.0633010864258
Floscopa glabrata,Foz do Iguaçu,Paraná,Brasil, -25.442667, -54.585
Floscopa glabrata, Baia do Simplicio- Rio Guaporé,VBS Trindade,Mato Grosso,Brasil, -14.853161
Floscopa glabrata,Itapeva,SP,Brasil, -24.048889, -49.111667
Floscopa glabrata, ao longo do riacho, após a ponte.,Diamantina,Minas Gerais,Brazil
Floscopa glabrata,,Minas Gerais,Brasil,,
Floscopa glabrata,Crato,Ceará,Brasil, -7.23416996002197, -39.4094009399414
Floscopa glabrata, A ca. de 4 Km da pista. Ribeirão da Rasteira.,Brotas,São Paulo,Brazil, -22.216667
Floscopa glabrata, Mineração Mibrasa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes. Mata sobre serra, abundância de pedras.
Floscopa glabrata,,,Brasil,,
Floscopa glabrata,,São Paulo,Brasil,,
Floscopa glabrata,Rio Pardo de Minas,Minas Gerais,Brasil, -15.582778, -42.773889
Floscopa glabrata, Chapada do Araripe.,Crato,Ceará,Brazil, -7.220833
Floscopa glabrata, gal. caneiro; buritiba,,Paraná,Brazil,
Floscopa glabrata, ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro, estrada para o Véu da Noiva.,Santana do Riacho,Minas Gerais,Brasil
Floscopa glabrata,Formosa,Goiás,Brasil, -15.5371999740601, -47.334400177002
Floscopa glabrata,Itapeva,São Paulo,Brasil, -24.048889, -49.111667
Floscopa glabrata,,,,,
Floscopa glabrata, between the Rios Balsas and PanaÃ­ba. Santa BÃ¡rbara, due SSE of LorÃªto, on shore of Rio ParnaÃ­ba.,Loreto,MaranhÃ£o
Floscopa glabrata, trilha Poço dos Veados-alojamento,São Gonçalo do Rio Preto,Minas Gerais,Brasil, -18
Floscopa glabrata,,,Paraguay,,
Floscopa glabrata, ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Vale da Mãe D'água, nas margens de riacho.,Santana do Riacho,Minas Gerais,Brasil
Floscopa glabrata, ca. 16 Km de Rio de Contas. Beira de córrego,Rio de Contas,Bahia,Brasil, -13.2944
Floscopa glabrata, Setor Alto Candeias, km 128, Sudoeste de Ariquemes.,Ariquemes,Rondônia
Floscopa glabrata, varjão próximo à ferrovia.,Terenos,Mato Grosso do Sul,Brasil, -20.558222
Floscopa glabrata,Santo Ângelo,RS,Brasil, -28.2992000579834, -54.2630996704102
Floscopa glabrata,,Rio Grande do Sul,Brazil, -30, -54
Floscopa glabrata,Palmeira,Paraná,Brazil, -25.4293994903564, -50.0064010620117
Floscopa glabrata,Cidreira,Rio Grande do Sul,Brazil, -30.1811008453369, -50.2056007385254
Floscopa glabrata, Coimbra, caminho para a bica.,Ibateguara,Alagoas,Brasil
Floscopa glabrata,Guaíba,RS,Brasil, -30.113899230957, -51.3250007629395
Floscopa glabrata,,Goiás,Brazil,,
Floscopa glabrata,Caxias do Sul,Rio Grande do Sul,Brazil, -29.1681003570557, -51.1794013977051
Floscopa glabrata, Unsina Pedro Mandu, as margens do Rio Brumado,Livramento de Nossa Senhora,Bahia,Brasil
Floscopa glabrata,Colinas do Sul,Goiás,Brazil, -14.1513996124268, -48.0783004760742
Floscopa glabrata,Itá,RS,Brasil,,
Floscopa glabrata,Itirapina,São Paulo,Brasil, -22.25, -47.8199996948242
Floscopa glabrata, gallery margin. Rocky hillside, ca 7km. N of sao joao da chapada, road To inhai,,Minas Gerais
Floscopa glabrata,Osório,Rio Grande do Sul,Brasil, -29.966222, -50.226889
Floscopa glabrata,Itapeva,SP,Brasil, -24.048611, -49.111389
Floscopa glabrata,Rio de Contas,Bahia,Brazil, -13.5789003372192, -41.8114013671875
Floscopa glabrata,Piraquara,PR,Brasil, -25.4416999816895, -49.0633010864258
Floscopa glabrata,Muitos Capões,RS,Brasil, -28.470833, -51.360556
Floscopa glabrata,Mimoso do Sul,Espírito Santo,Brasil, -21.211667, -41.335833
Floscopa glabrata, á 4 km da pista Ribeirão da rasteira,Brotas,São Paulo,Brasil, -22.216667
Floscopa glabrata,Viamão,Rio Grande do Sul,Brazil, -30.0811004638672, -51.0233001708984
Floscopa glabrata,Barroso,Minas Gerais,Brasil, -21.1868991851807, -43.9757995605469
Floscopa glabrata, Sítio Santa Rita,Barbalha,Ceará,Brasil, -7.36416666666667
Floscopa glabrata,Piraquara,Paraná,Brasil, -25.4416999816895, -49.0633010864258
Floscopa glabrata,Luiziana,Paraná,Brasil, -24.5222223, -52.4341666
Floscopa glabrata,Curitiba,Paraná,Brazil, -25.4277992248535, -49.2731018066406
Floscopa glabrata, barra do rio Jordão,Guarapuava,Paraná,Brazil, -25.395299911499
Floscopa glabrata, km 123 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Córrego duas Pontinhas.,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328
Floscopa glabrata,Muitos Capões,Rio Grande do Sul,Brasil, -28.4708334, -51.3605556
Floscopa glabrata,São Leopoldo,RS,Brasil, -29.7602996826172, -51.1472015380859
Floscopa glabrata, Área da Bahia Mineração,Caetité,Bahia,Brasil, -14.266111
Floscopa glabrata,São Francisco de Paula,RS,Brasil, -29.4480991363525, -50.5835990905762
Floscopa glabrata,,Rio Grande do Sul,Brasil,,
Floscopa glabrata,Crato,Ceará,Brasil, -7.23416996002197, -39.4094009399414
Floscopa glabrata,,Minas Gerais,Brasil,,
Floscopa glabrata,Piraquara,Paraná,Brazil, -25.4416999816895, -49.0633010864258
Floscopa glabrata,,Rio Grande do Sul,Brasil,,
Floscopa glabrata, mineracao campo novo,,Rondônia,Brazil,
Floscopa glabrata,,,Brasil,,
Floscopa glabrata,,Mato Grosso do Sul,Brasil,,
Floscopa glabrata, Guaribas,Crato,Ceará,Brasil, -7.23416996002197
Floscopa glabrata,Luiziana,PR,Brasil, -24.522222, -52.434194
Floscopa glabrata,Tombos,Minas Gerais,Brasil, -20.9046993255615, -42.0228004455566
Floscopa glabrata, solo podzólico vermelho-amarelo equivalente eutrófico.,Capistrano,Ceará,Brasil, -4.46999979019165
Floscopa glabrata, entre Fazenda Santa Ana e a ponte nova do Igapó 3.,Londrina,Paraná,Brazil, -23.3103008270264
Floscopa glabrata,Santa Luzia,Minas Gerais,Brasil, -19.7696990966797, -43.8513984680176
Floscopa glabrata,Sumaré,São Paulo,Brazil, -22.8199996948242, -47.2599983215332
Floscopa glabrata,,São Paulo,Brasil,,
Floscopa glabrata,Pinhais,Paraná,Brazil, -25.4447002410889, -49.1925010681152
Floscopa glabrata,Piraquara,Paraná,Brasil, -25.4419, -49.0631
Floscopa glabrata,,Paraná,Brazil,,
Floscopa glabrata,Santo Ângelo,RS,Brasil, -28.2992000579834, -54.2630996704102
Floscopa glabrata,,Bahia,Brasil,,
Floscopa glabrata,ITAMARAJÚ,Bahia,Brasil, -17.0391998291016, -39.5311012268066
Floscopa glabrata,Costa Rica,Mato Grosso do Sul,Brasil, -18.5438995361328, -53.1291999816895
Floscopa glabrata,,Minas Gerais,Brazil,,
Floscopa glabrata,Viamão,RS,Brasil, -30.358889, -50.995278
Floscopa glabrata,Crato,Ceará,Brasil, -7.219722, -39.472778
Floscopa glabrata,Crato,Ceará,Brasil, -7.23416996002197, -39.4094009399414
Floscopa glabrata, brejo e banhado.,São Paulo,São Paulo,Brasil, -23.5400009155273
Floscopa glabrata,Naviraí,Mato Grosso do Sul,Brasil, -23.135992, -54.204267
Floscopa glabrata,,Distrito Federal,Brasil,,
Floscopa glabrata,Piraí do Sul,Paraná,Brazil, -24.5261001586914, -49.948600769043
Floscopa glabrata,,Distrito Federal,Brazil,,
Floscopa glabrata,ÉRICO CARDOSO,Bahia,Brasil, -13.281111, -42.1425
Floscopa glabrata,,,Brazil,,
Floscopa glabrata,Viamão,Rio Grande do Sul,Brasil, -30.0811004638672, -51.0233001708984
Floscopa glabrata,Corrientes,Concepción,Argentina,,
Floscopa glabrata,,Goiás,Brasil,,
Floscopa glabrata, locis graludosis.,,Paraná,Brazil,
Floscopa glabrata,Piraquara,Paraná,Brazil, -25.4416999816895, -49.0633010864258
Floscopa glabrata, Estrada à direita da entrada após as mangueiras antes do Rio Topázios.,Cristalina,Goiás,Brasil, -16.731111
Floscopa glabrata,Barroso,Minas Gerais,Brazil, -21.1868991851807, -43.9757995605469
Floscopa glabrata, near airport,,Minas Gerais,Brazil,
Floscopa glabrata,,,Argentina,,
Floscopa glabrata,Luís Antônio,São Paulo,Brasil, -21.55, -47.7
Floscopa glabrata, Lago das Araucárias.,General Carneiro,Paraná,Brasil, -26.4274997711182
Floscopa glabrata, na direção a Fazendola. Na beira de um riacho que atravessa a estrada, com mata ciliar, próximo a uma fazenda.,Rio de Contas,Bahia
Floscopa glabrata, próximo ao riacho Fazendola.,RIO DE CONTAS,BA,Brasil, -13.482222
Floscopa glabrata, Serra da Ibiapaba (Cinta).,Ubajara,Ceará,Brasil, -3.85443997383118
Floscopa glabrata,Belo Horizonte,Minas Gerais,Brasil, -19.9207992553711, -43.937801361084
Floscopa glabrata,Terrenos,Mato Grosso do Sul,Brasil, -20.558222, -54.789444
Floscopa glabrata,,,Argentina,,
Floscopa glabrata,Sao Paulo,São Paulo,Brasil, -23.5400009155273, -46.6300010681152
Floscopa glabrata,,Minas Gerais,Brazil,,
Floscopa glabrata, corrego Forquilha.,BRASÍLIA,Espírito Santo,Brasil,
Floscopa glabrata,,Bahia,Brazil,,
Floscopa glabrata,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328, -43.7144012451172
Floscopa glabrata, prÃ³ximo Ã  estrada,GrÃ£o Mogol,Minas Gerais,Brasil, -16.5594
Floscopa glabrata,Piraquara,Paraná,Brazil, -25.4416999816895, -49.0633010864258
Floscopa glabrata,Rio de Contas,Bahia,Brasil, -13.55, -41.8
Floscopa glabrata,Piraquara,Paraná,Brazil, -25.4416999816895, -49.0633010864258
Floscopa glabrata, de Corguinho ao Distrito de Taboco; próximo a ponte sobre o Corrego Corguinho,Corguinho,Mato Grosso do Sul,Brasil, -19.875417
Floscopa glabrata,Serro,Minas Gerais,Brasil, -18.604700088501, -43.3793983459473
Floscopa glabrata,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328, -43.7144012451172
Floscopa glabrata,Derrubadas,RS,Brasil, -27.2646999359131, -53.8608016967773
Floscopa glabrata,,Minas Gerais,Brazil,,
Floscopa glabrata, norte da prota de pouso de Palmeiras.,,Amazonas,Brasil,
Floscopa glabrata,,,Argentina,,
Floscopa glabrata,Betim,Minas Gerais,Brasil, -19.9678001403809, -44.198299407959
Floscopa glabrata,Ubajara,Ceará,Brasil, -3.85443997383118, -40.9211006164551
Floscopa glabrata,Perdizes,Minas Gerais,Brasil, -19.3528003692627, -47.2928009033203
Floscopa glabrata, ao longo do riacho, após a ponte.,Diamantina,Minas Gerais,Brasil
Floscopa glabrata,Baependi,Minas Gerais,Brasil, -21.9589004516602, -44.8899993896484
Floscopa glabrata, Km 103 - Rod. BH-Conceição do Mato Dentro. Área de Cerrado com mata ciliar.,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328
Floscopa glabrata,São Sebastião do Caí,RS,Brasil, -29.5867004394531, -51.3755989074707
Floscopa glabrata,Belo Horizonte,Minas Gerais,Brasil, -19.9207992553711, -43.937801361084
Floscopa glabrata, no sentido Pirassununga-Analândia.,Pirassununga,São Paulo,Brasil, -21.9899997711182
Floscopa glabrata,Jaboticatubas,Minas Gerais,Brazil, -19.513599395752, -43.7449989318848
Floscopa glabrata, na direção a Fazendola. Na beira de um riacho que atravessa a estrada, com mata ciliar, próximo a uma fazenda.,Rio das Ostras,Rio de Janeiro
Floscopa glabrata,,Goiás,Brazil,,
Floscopa glabrata, Guaribas.,Crato,Ceará,Brasil, -7.23416996002197
Floscopa glabrata, km 90.,Ariquemes,Rondônia,Brasil, -9.91333
Floscopa glabrata,Uberlândia,Minas Gerais,Brazil, -18.9186000823975, -48.2771987915039
Floscopa glabrata,Brotas,São Paulo,Brasil, -22.216667, -48.183333
Floscopa glabrata,Belo Horizonte,Minas Gerais,Brasil, -19.9207992553711, -43.937801361084
Floscopa glabrata, a leste da Celulose Eldorado.,Três Lagoas,Mato Grosso do Sul,Brasil, -20.58175
Floscopa glabrata,Tombos,Minas Gerais,Brazil, -20.9046993255615, -42.0228004455566
Floscopa glabrata,Piraquara,Paraná,Brazil, -25.4416999816895, -49.0633010864258
Floscopa glabrata,Giruá,RS,Brasil, -28.028299331665, -54.3497009277344
Floscopa glabrata,Riacho dos Machados,Minas Gerais,Brasil, -16.1125, -42.721944
Floscopa glabrata,Vale Veneto,RS,Brasil,,
Floscopa glabrata, brejo.,São Paulo,São Paulo,Brasil, -23.5400009155273
Floscopa glabrata,Lajes,Santa Catarina,Brazil, -27.8160991668701, -50.326099395752
Floscopa glabrata,Ponta Grossa,Paraná,Brasil, -25.2591, -50.0035
Floscopa glabrata, ca. 20 km. E. of Brasília.,Brasília,Distrito Federal,Brasil, -15.7797002792358
Floscopa glabrata,Érico Cardoso,Bahia,Brasil, -13.281111, -42.1425
Floscopa glabrata,,Ceará,Brazil,,
Floscopa glabrata,Coronel Domingos Soares,Paraná,Brasil, -26.394167, -51.899722
Floscopa glabrata,,Distrito Federal,Brazil,,
Floscopa glabrata,São Francisco de Paula,Rio Grande do Sul,Brazil, -29.085, -50.368611
Floscopa glabrata, ca. 38km E. of Brasília. Common.,,Distrito Federal,Brazil,
Floscopa glabrata,,São Paulo,Brasil,,
Floscopa glabrata,São José do Rio Preto,São Paulo,Brazil, -20.8199996948242, -49.3699989318848
Floscopa glabrata,Osório,RS,Brasil, -29.966111, -50.226944
Floscopa glabrata, Ao longo da Rodovia Belo Horizonte - Conceição do Mato Dentro. Estrada do Véu da Noiva.,Santana do Riacho,Minas Gerais,Brazil, -19.1688995361328
Floscopa glabrata,,São Paulo,Brasil,,
Floscopa glabrata,,,Brasil,,
Floscopa glabrata,Belo Horizonte,Minas Gerais,Brasil, -19.9207992553711, -43.937801361084
Floscopa glabrata,Caxias do Sul,RS,Brasil, -29.1681003570557, -51.1794013977051
Floscopa glabrata,Planaltina,Distrito Federal,Brasil, -15.6475, -47.676111
Floscopa glabrata,,RS,Brasil,,
Floscopa glabrata, fazenda ceu azul,,Pernambuco,Brazil,
Floscopa glabrata, arredores,Rio de Contas,Bahia,Brazil, -13.5789003372192
Floscopa glabrata,Crato,CearÃ¡,Brasil, -7.2344, -39.4092
Floscopa glabrata,Balsa Nova,Paraná,Brasil, -25.5839004516602, -49.6356010437012
Floscopa glabrata,Vacaria,RS,Brasil, -28.5121994018555, -50.9338989257812
Floscopa glabrata,Santa Maria,RS,Brasil, -29.6842002868652, -53.8069000244141
Floscopa glabrata, Capão. Estrada Porteira em direção & Vereda,Érico Cardoso,Bahia,Brasil, -13.281111
Floscopa glabrata, Pensão Chapéu do Sol.,,Minas Gerais,Brasil,
Floscopa glabrata, ad flumea lluallaga, Peruvice orientalis.,,,Brazil
Floscopa glabrata,Brumado,Bahia,Brasil, -13.63, -41.82
Floscopa glabrata,,São Paulo,Brazil,,
Floscopa glabrata, ca. 7 km N. of SÃ£o JoÃ£o da Chapada, road to InhaÃ­,Diamantina,Minas Gerais,Brasil
Floscopa glabrata,Piraquara,Paraná,Brasil, -25.4416999816895, -49.0633010864258
Floscopa glabrata,Sao Leopoldo,Rio Grande do Sul,Brasil, -29.75136, -51.143791
Floscopa glabrata,BrasÃ­lia,Distrito Federal,Brasil, -15.6167, -47.6667
Floscopa glabrata, 70 km SW of Guarapuava.,,ParanÃ¡,Brasil,
Floscopa glabrata,,,Brasil,,
Floscopa glabrata,Gravataí,Rio Grande do Sul,Brasil, -29.9444007873535, -50.9919013977051
Floscopa glabrata, Faz. Marion. Córrego de Baeta.,RIO DE CONTAS,Bahia,Brasil, -13.5789003372192
Floscopa glabrata,Piraí do Sul,Paraná,Brazil, -24.5261001586914, -49.948600769043
Floscopa glabrata,Glorinha, Granja Quatro Irmãos,Rio Grande do Sul,Brasil,
Floscopa glabrata, entre a rodovia BR-267 e Bela Vista.,Bela Vista,Mato Grosso do Sul,Brasil, -22.0705
Floscopa glabrata, beira do córrego Chapéu do Sol.,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328
Floscopa glabrata,Guarapuava,Paraná,Brazil, -25.395299911499, -51.4580993652344
Floscopa glabrata,BrasÃ­lia,Distrito Federal,Brasil, -15.68, -47.85
Floscopa glabrata, Chapada da Ibiapaba, à margem de um riacho.,Ubajara,Ceará,Brasil
Floscopa glabrata, Em estrada de terra, no sentido Pirassununga_Analândia.,Pirassununga,São Paulo,Brazil
Floscopa glabrata,Caxias do Sul,RS,Brasil, -29.1681003570557, -51.1794013977051
Floscopa glabrata,Lajes,Santa Catarina,Brasil, -27.8160991668701, -50.326099395752
Floscopa glabrata, Bom Jesus, RGS. In paludosis.,,Rio Grande do Sul,Brazil
Floscopa glabrata,Alta Floresta,Mato Grosso,Brasil, -9.87555980682373, -56.0861015319824
Floscopa glabrata,,,Brasil,,
Floscopa glabrata,Minador do Negrão,Alagoas,Brasil, -9.30527973175049, -36.8647003173828
Floscopa glabrata,,Minas Gerais,Brasil,,
Floscopa glabrata, lado direito da SP 225,Bauru,São Paulo,Brasil, -22.3147
Floscopa glabrata,São Leopoldo,RS,Brasil, -29.7602996826172, -51.1472015380859
Floscopa glabrata, Km 125 da Rodovia Belo Horizonte - Conceição do Mato Dentro. Elevação em frente à Estátua do Velho Juca. Vide suplemento.,Santana do Riacho,Minas Gerais,Brazil, -19.1688995361328
Floscopa glabrata,Diamantina,Minas Gerais,Brazil, -18.2493991851807, -43.6002998352051
Floscopa glabrata,Sengés,Paraná,Brasil, -24.1131, -49.4633
Floscopa glabrata,General Carneiro,Paraná,Brazil, -26.4274997711182, -51.315601348877
Floscopa glabrata,General Carneiro,Paraná,Brasil, -26.4275, -51.3156
Floscopa glabrata,Campo Mourão,PR,Brasil, -24.202944, -52.320472
Floscopa glabrata,,Distrito Federal,Brazil,,
Floscopa glabrata,Tombos,Minas Gerais,Brasil, -20.9046993255615, -42.0228004455566
Floscopa glabrata,Sumaré,São Paulo,Brazil, -22.8199996948242, -47.2599983215332
Floscopa glabrata, colinas do sul,,Goiás,Brazil,
Floscopa glabrata, Planalto Ibiapaba - Parna.,Ubajara,Ceará,Brasil, -3.85443997383118
Floscopa glabrata, e of brasilia,,Distrito Federal,Brazil,
Floscopa glabrata, Igarapé no Balneario do Zé.,Guajará-Mirim,Rondônia,Brasil, -10.784917
Floscopa glabrata, 2km de Ivinhema; Várzea do Rio Ivinhema,Ivinhema,Mato Grosso do Sul,Brasil, -22.382583
Floscopa glabrata,,Paraná,Brazil,,
Floscopa glabrata,Santo Amaro,São Paulo,Brasil,,
Floscopa glabrata, ao longo do riacho, após a ponte;,Diamantina,Minas Gerais,Brasil
Floscopa glabrata,,,Argentina,,
Floscopa glabrata,Botucatu,São Paulo,Brasil, -22.670833, -46.511111
Floscopa glabrata,Brasília,Distrito Federal,Brazil, -15.7797002792358, -47.9296989440918
Floscopa glabrata,Bocaina do Sul,São Paulo,Brasil, -20.476667, -47.7075
Floscopa glabrata, trilha às margens do rio Timbuí,Santa Teresa,Espírito Santo,Brasil, -19.9356002807617
Floscopa glabrata, 70km SW of Guarapuava,,Paraná,Brasil,
Floscopa glabrata,Sumaré,São Paulo,Brazil, -22.8199996948242, -47.2599983215332
Floscopa glabrata,,,,,
Floscopa glabrata,,Distrito Federal,Brazil,,
Floscopa glabrata,Ubajara,Ceará,Brasil, -3.85443997383118, -40.9211006164551
Floscopa glabrata, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.,Terenos,Mato Grosso do Sul,Brasil
Floscopa glabrata, Cachoeira do Cafundó, reserva florestal.,Ubajara,Ceará,Brasil
Floscopa glabrata,,,?,,
Floscopa glabrata, córrego Sobradinho, acima da barra, margem deste córrego.,Brasília,Distrito Federal
Floscopa glabrata, Banhado Curicaca.,General Carneiro,Paraná,Brasil, -26.4274997711182
Floscopa glabrata, between rio balsas and rio parnaiba,Lorêto,Maranhão,Brazil, -7.08444023132324
