Nome,Status Flora do Brasil,Nome Aceito Flora do Brasil,Status PlantList,Nome Aceito PlantList,Plant List x Flora do Brasil
Operculina hamiltonii,Nome Aceito,Operculina hamiltonii,Nome Aceito,Operculina hamiltonii
Tetralocularia pennellii,Nome Aceito,Tetralocularia pennellii,Nome Aceito,Tetralocularia pennellii
Costus arabicus,Nome Aceito,Costus arabicus,Nome Aceito,Costus arabicus
Costus spirales,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Crassula peduncularis,Nome Aceito,Crassula peduncularis,Nome Aceito,Crassula peduncularis
Cyclanthera hystrix,Nome Aceito,Cyclanthera hystrix,Nome Aceito,Cyclanthera hystrix
Elaterium amazonicum,Sinônimo,Not Specified,Sinônimo,Rytidostylis amazonica,Diferente
Fevillea trilobata,Nome Aceito,Fevillea trilobata,Nome Aceito,Fevillea trilobata
Gurania bignoniacea,Nome Aceito,Gurania bignoniacea,Nome Aceito,Gurania bignoniacea
Gurania tricuspidata,Nome Aceito,Gurania tricuspidata,Nome Aceito,Gurania tricuspidata
Luffa operculata,Nome Aceito,Luffa operculata,Nome Aceito,Luffa operculata
Momordica charantia,Nome Aceito,Momordica charantia,Nome Aceito,Momordica charantia
Halodule emarginata,Nome Aceito,Halodule emarginata,Nome Aceito,Halodule emarginata
Halodule wrightii,Nome Aceito,Halodule wrightii,Nome Aceito,Halodule wrightii
Abildgaardia ovata,Nome Aceito,Abildgaardia ovata,Sinônimo,Fimbristylis ovata,Diferente
Becquerelia cymosa,Nome Aceito,Becquerelia cymosa,Nome Aceito,Becquerelia cymosa
Becquerelia muricata,Nome Aceito,Becquerelia muricata,Nome Aceito,Becquerelia muricata
Bulbostylis capillaris,Nome Aceito,Bulbostylis capillaris,Nome Aceito,Bulbostylis capillaris
Bulbostylis hirtella,Nome Aceito,Bulbostylis hirtella,Não Encontrado,Não Encontrado,Diferente
Bulbostylis junciformis,Nome Aceito,Bulbostylis junciformis,Nome Aceito,Bulbostylis junciformis
Bulbostylis juncoides,Nome Aceito,Bulbostylis juncoides,Nome Aceito,Bulbostylis juncoides
Bulbostylis sellowiana,Nome Aceito,Bulbostylis sellowiana,Nome Aceito,Bulbostylis sellowiana
Bulbostylis truncata,Nome Aceito,Bulbostylis truncata,Nome Aceito,Bulbostylis truncata
Calyptrocarya longifolia,Sinônimo,Calyptrocarya glomerulata,Não Encontrado,Não Encontrado,Diferente
Carex brasiliensis,Nome Aceito,Carex brasiliensis,Nome Aceito,Carex brasiliensis
Carex pseudocyperus,Nome Aceito,Carex pseudocyperus,Nome Aceito,Carex pseudocyperus
Cladium jamaicense,Sinônimo,Cladium mariscus,Não Encontrado,Não Encontrado,Diferente
Cyperus aggregatus,Nome Aceito,Cyperus aggregatus,Nome Aceito,Cyperus aggregatus
Cyperus amabilis,Nome Aceito,Cyperus amabilis,Nome Aceito,Cyperus amabilis
Cyperus articulatus,Nome Aceito,Cyperus articulatus,Nome Aceito,Cyperus articulatus
Cyperus aristatus,Sinônimo,Cyperus squarrosus,Não Encontrado,Não Encontrado,Diferente
Cyperus barrosianus,Nome Aceito,Cyperus barrosianus,Sinônimo,Pycreus tener,Diferente
Cyperus berroi,Nome Aceito,Cyperus berroi,Nome Aceito,Cyperus berroi
Cyperus brevifolius,Nome Aceito,Cyperus brevifolius,Não Encontrado,Não Encontrado,Diferente
Cyperus cayennensis,Sinônimo,Cyperus aggregatus,Não Encontrado,Não Encontrado,Diferente
Cyperus celluloso-reticulatus,Sinônimo,Cyperus cellulosoreticulatus,Não Encontrado,Não Encontrado,Diferente
Cyperus chalaranthus,Nome Aceito,Cyperus chalaranthus,Nome Aceito,Cyperus chalaranthus
Cyperus compressus,Nome Aceito,Cyperus compressus,Nome Aceito,Cyperus compressus
Cyperus cornelii-ostenii,Nome Aceito,Cyperus cornelii-ostenii,Nome Aceito,Cyperus cornelii-ostenii
Cyperus corymbosus,Nome Aceito,Cyperus corymbosus,Nome Aceito,Cyperus corymbosus
Cyperus cuspidatus,Nome Aceito,Cyperus cuspidatus,Nome Aceito,Cyperus cuspidatus
Cyperus diffusus,Sinônimo,Cyperus laxus,Nome Aceito,Cyperus diffusus,Diferente
Cyperus digitatus,Nome Aceito,Cyperus digitatus,Nome Aceito,Cyperus digitatus
Cyperus distans,Nome Aceito,Cyperus distans,Nome Aceito,Cyperus distans
Cyperus eragrostis,Nome Aceito,Cyperus eragrostis,Nome Aceito,Cyperus eragrostis
Cyperus esculentus,Nome Aceito,Cyperus esculentus,Nome Aceito,Cyperus esculentus
Cyperus fistulosus,Sinônimo,Cyperus articulatus,Sinônimo,Cyperus articulatus
Cyperus gardneri,Nome Aceito,Cyperus gardneri,Nome Aceito,Cyperus gardneri
Cyperus giganteus,Nome Aceito,Cyperus giganteus,Nome Aceito,Cyperus giganteus
Cyperus haspan,Nome Aceito,Cyperus haspan,Nome Aceito,Cyperus haspan
Cyperus hermaphroditus,Nome Aceito,Cyperus hermaphroditus,Nome Aceito,Cyperus hermaphroditus
Cyperus imbricatus,Nome Aceito,Cyperus imbricatus,Nome Aceito,Cyperus imbricatus
Cyperus intricatus,Nome Aceito,Cyperus intricatus,Nome Aceito,Cyperus intricatus
Cyperus involucratus,Sinônimo,Cyperus alternifolius,Nome Aceito,Cyperus involucratus,Diferente
Cyperus iria,Nome Aceito,Cyperus iria,Nome Aceito,Cyperus iria
Cyperus laetus,Sinônimo,Cyperus rigens,Nome Aceito,Cyperus laetus,Diferente
Cyperus lanceolatus,Nome Aceito,Cyperus lanceolatus,Não Encontrado,Não Encontrado,Diferente
Cyperus laxus,Nome Aceito,Cyperus laxus,Nome Aceito,Cyperus laxus
Cyperus ligularis,Nome Aceito,Cyperus ligularis,Nome Aceito,Cyperus ligularis
Cyperus luzulae,Nome Aceito,Cyperus luzulae,Nome Aceito,Cyperus luzulae
Cyperus megapotamicus,Nome Aceito,Cyperus megapotamicus,Não Encontrado,Não Encontrado,Diferente
Cyperus mundtii,Nome Aceito,Cyperus mundtii,Não Encontrado,Não Encontrado,Diferente
Cyperus obtusatus,Nome Aceito,Cyperus obtusatus,Não Encontrado,Não Encontrado,Diferente
Cyperus odoratus,Nome Aceito,Cyperus odoratus,Nome Aceito,Cyperus odoratus
Cyperus papyrus,Nome Aceito,Cyperus papyrus,Nome Aceito,Cyperus papyrus
Cyperus polystachyus,Sinônimo,Cyperus flavescens,Não Encontrado,Não Encontrado,Diferente
Cyperus prolixus,Nome Aceito,Cyperus prolixus,Nome Aceito,Cyperus prolixus
Cyperus reflexus,Nome Aceito,Cyperus reflexus,Nome Aceito,Cyperus reflexus
Cyperus rigens,Nome Aceito,Cyperus rigens,Nome Aceito,Cyperus rigens
Cyperus rotundus,Nome Aceito,Cyperus rotundus,Nome Aceito,Cyperus rotundus
Cyperus sesquiflorus,Nome Aceito,Cyperus sesquiflorus,Não Encontrado,Não Encontrado,Diferente
Cyperus surinamensis,Nome Aceito,Cyperus surinamensis,Nome Aceito,Cyperus surinamensis
Cyperus uncinulatus,Nome Aceito,Cyperus uncinulatus,Nome Aceito,Cyperus uncinulatus
Cyperus virens,Nome Aceito,Cyperus virens,Nome Aceito,Cyperus virens
Dialium guianense,Nome Aceito,Dialium guianense,Nome Aceito,Dialium guianense
Diplacrum longifolium,Sinônimo,Diplacrum capitatum,Não Encontrado,Não Encontrado,Diferente
Eleocharis acutangula,Nome Aceito,Eleocharis acutangula,Nome Aceito,Eleocharis acutangula
Eleocharis atropurpurea,Nome Aceito,Eleocharis atropurpurea,Nome Aceito,Eleocharis atropurpurea
Eleocharis barrosii,Nome Aceito,Eleocharis barrosii,Nome Aceito,Eleocharis barrosii
Eleocharis bonariensis,Nome Aceito,Eleocharis bonariensis,Nome Aceito,Eleocharis bonariensis
Eleocharis capillacea,Nome Aceito,Eleocharis capillacea,Nome Aceito,Eleocharis capillacea
Eleocharis debilis,Nome Aceito,Eleocharis debilis,Nome Aceito,Eleocharis debilis
Eleocharis elata,Sinônimo,Eleocharis plicarhachis,Sinônimo,Eleocharis plicarhachis
Eleocharis elegans,Nome Aceito,Eleocharis elegans,Nome Aceito,Eleocharis elegans
Eleocharis elongata,Nome Aceito,Eleocharis elongata,Nome Aceito,Eleocharis elongata
Eleocharis equisetoides,Não Encontrado,Não Encontrado,Nome Aceito,Eleocharis equisetoides
Eleocharis filiculmis,Nome Aceito,Eleocharis filiculmis,Nome Aceito,Eleocharis filiculmis
Eleocharis fistulosa,Sinônimo,Eleocharis acutangula,Não Encontrado,Não Encontrado,Diferente
Eleocharis flavescens,Nome Aceito,Eleocharis flavescens,Nome Aceito,Eleocharis flavescens
Eleocharis geniculata,Nome Aceito,Eleocharis geniculata,Nome Aceito,Eleocharis geniculata
Eleocharis interstincta,Nome Aceito,Eleocharis interstincta,Nome Aceito,Eleocharis interstincta
Eleocharis maculosa,Nome Aceito,Eleocharis maculosa,Nome Aceito,Eleocharis maculosa
Eleocharis minarum,Nome Aceito,Eleocharis minarum,Nome Aceito,Eleocharis minarum
Eleocharis minima,Nome Aceito,Eleocharis minima,Nome Aceito,Eleocharis minima
Eleocharis montana,Nome Aceito,Eleocharis montana,Nome Aceito,Eleocharis montana
Eleocharis mutata,Nome Aceito,Eleocharis mutata,Nome Aceito,Eleocharis mutata
Eleocharis nana,Nome Aceito,Eleocharis nana,Nome Aceito,Eleocharis nana
Eleocharis nodulosa,Sinônimo,Eleocharis montana,Não Encontrado,Não Encontrado,Diferente
Eleocharis nudipes,Nome Aceito,Eleocharis nudipes,Nome Aceito,Eleocharis nudipes
Eleocharis radicans,Nome Aceito,Eleocharis radicans,Sinônimo,Eleocharis exigua,Diferente
Eleocharis retroflexa,Nome Aceito,Eleocharis retroflexa,Nome Aceito,Eleocharis retroflexa
Eleocharis sellowiana,Nome Aceito,Eleocharis sellowiana,Nome Aceito,Eleocharis sellowiana
Eleocharis subarticulata,Nome Aceito,Eleocharis subarticulata,Nome Aceito,Eleocharis subarticulata
Eleocharis umbellata,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Fimbristylis aestivalis,Nome Aceito,Fimbristylis aestivalis,Nome Aceito,Fimbristylis aestivalis
Fimbristylis autumnalis,Nome Aceito,Fimbristylis autumnalis,Nome Aceito,Fimbristylis autumnalis
Fimbristylis complanata,Nome Aceito,Fimbristylis complanata,Nome Aceito,Fimbristylis complanata
Fimbristylis cymosa,Nome Aceito,Fimbristylis cymosa,Nome Aceito,Fimbristylis cymosa
Fimbristylis dichotoma,Nome Aceito,Fimbristylis dichotoma,Nome Aceito,Fimbristylis dichotoma
Fimbristylis diphylla,Sinônimo,Fimbristylis dichotoma,Não Encontrado,Não Encontrado,Diferente
Fimbristylis miliacea,Nome Aceito,Fimbristylis miliacea,Não Encontrado,Não Encontrado,Diferente
Fimbristylis spadicea,Nome Aceito,Fimbristylis spadicea,Nome Aceito,Fimbristylis spadicea
Fimbristylis squarrosa,Nome Aceito,Fimbristylis squarrosa,Nome Aceito,Fimbristylis squarrosa
Fuirena incompleta,Nome Aceito,Fuirena incompleta,Nome Aceito,Fuirena incompleta
Fuirena robusta,Nome Aceito,Fuirena robusta,Nome Aceito,Fuirena robusta
Fuirena umbellata,Nome Aceito,Fuirena umbellata,Nome Aceito,Fuirena umbellata
Hyparrhenia rufa,Nome Aceito,Hyparrhenia rufa,Nome Aceito,Hyparrhenia rufa
Kyllinga odorata,Sinônimo,Cyperus sesquiflorus,Nome Aceito,Kyllinga odorata,Diferente
Kyllinga pumila,Sinônimo,Cyperus hortensis,Nome Aceito,Kyllinga pumila,Diferente
Lipocarpha humboldtiana,Sinônimo,Cyperus sellowianus,Sinônimo,Lipocarpha chinensis,Diferente
Lipocarpha micrantha,Sinônimo,Cyperus subsquarrosus,Nome Aceito,Lipocarpha micrantha,Diferente
Lipocarpha salzmanniana,Sinônimo,Cyperus salzmannianus,Nome Aceito,Lipocarpha salzmanniana,Diferente
Lipocarpha sellowiana,Sinônimo,Cyperus sellowianus,Sinônimo,Lipocarpha maculata,Diferente
Oxycaryum cubense (Poepp.,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Pycreus flavescens,Sinônimo,Cyperus flavescens,Nome Aceito,Pycreus flavescens,Diferente
Pycreus macrostachyos,Sinônimo,Cyperus macrostachyos,Nome Aceito,Pycreus macrostachyos,Diferente
Pycreus polystachyos,Sinônimo,Cyperus polystachyos,Nome Aceito,Pycreus polystachyos,Diferente
Rhynchospora barbata,Nome Aceito,Rhynchospora barbata,Nome Aceito,Rhynchospora barbata
Rhynchospora brittonii,Nome Aceito,Rhynchospora brittonii,Nome Aceito,Rhynchospora brittonii
Rhynchospora cephalotes,Nome Aceito,Rhynchospora cephalotes,Nome Aceito,Rhynchospora cephalotes
Rhynchospora contracta,Nome Aceito,Rhynchospora contracta,Nome Aceito,Rhynchospora contracta
Rhynchospora corymbosa,Nome Aceito,Rhynchospora corymbosa,Nome Aceito,Rhynchospora corymbosa
Rhynchospora cyperoides,Sinônimo,Rhynchospora holoschoenoides,Não Encontrado,Não Encontrado,Diferente
Rhynchospora gigantea,Nome Aceito,Rhynchospora gigantea,Nome Aceito,Rhynchospora gigantea
Rhynchospora holoschoenoides,Nome Aceito,Rhynchospora holoschoenoides,Nome Aceito,Rhynchospora holoschoenoides
Rhynchospora marisculus,Nome Aceito,Rhynchospora marisculus,Nome Aceito,Rhynchospora marisculus
Rhynchospora nervosa,Nome Aceito,Rhynchospora nervosa,Nome Aceito,Rhynchospora nervosa
Rhynchospora pubera,Nome Aceito,Rhynchospora pubera,Nome Aceito,Rhynchospora pubera
Rhynchospora riparia,Nome Aceito,Rhynchospora riparia,Nome Aceito,Rhynchospora riparia
Rhynchospora schomburgkiana,Nome Aceito,Rhynchospora schomburgkiana,Nome Aceito,Rhynchospora schomburgkiana
Rhynchospora subplumosa,Nome Aceito,Rhynchospora subplumosa,Nome Aceito,Rhynchospora subplumosa
Rhynchospora tenerrima,Nome Aceito,Rhynchospora tenerrima,Nome Aceito,Rhynchospora tenerrima
Rhynchospora tenuis,Nome Aceito,Rhynchospora tenuis,Nome Aceito,Rhynchospora tenuis
Rhynchospora trispicata,Nome Aceito,Rhynchospora trispicata,Nome Aceito,Rhynchospora trispicata
Rhynchospora velutina,Nome Aceito,Rhynchospora velutina,Nome Aceito,Rhynchospora velutina
Schoenoplectus californicus,Nome Aceito,Schoenoplectus californicus,Nome Aceito,Schoenoplectus californicus
Scirpus americanus,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Scirpus californicus,Sinônimo,Schoenoplectus californicus,Não Encontrado,Não Encontrado,Diferente
Scirpus cubensis,Sinônimo,Not Specified,Não Encontrado,Não Encontrado,Diferente
Scirpus giganteus,Sinônimo,Androtrichum trigynum,Sinônimo,Androtrichum giganteum,Diferente
Scirpus maritimus,Sinônimo,Bolboschoenus robustus,Não Encontrado,Não Encontrado,Diferente
Scirpus submersus,Sinônimo,Eleocharis confervoides,Sinônimo,Eleocharis confervoides
Scleria bracteata,Nome Aceito,Scleria bracteata,Nome Aceito,Scleria bracteata
Scleria distans,Nome Aceito,Scleria distans,Nome Aceito,Scleria distans
Scleria hirtella,Nome Aceito,Scleria hirtella,Nome Aceito,Scleria hirtella
Scleria melaleuca,Sinônimo,Scleria gaertneri,Sinônimo,Scleria gaertneri
Scleria microcarpa,Nome Aceito,Scleria microcarpa,Nome Aceito,Scleria microcarpa
Scleria mitis,Nome Aceito,Scleria mitis,Nome Aceito,Scleria mitis
Scleria pterota,Sinônimo,Scleria gaertneri,Não Encontrado,Não Encontrado,Diferente
Scleria secans,Nome Aceito,Scleria secans,Nome Aceito,Scleria secans
Scleria soronia,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Websteria confervoides,Sinônimo,Eleocharis confervoides,Sinônimo,Eleocharis confervoides
Dioscorea marginata,Nome Aceito,Dioscorea marginata,Nome Aceito,Dioscorea marginata
Drosera communis,Nome Aceito,Drosera communis,Nome Aceito,Drosera communis
Drosera intermedia,Nome Aceito,Drosera intermedia,Nome Aceito,Drosera intermedia
Elatine lindbergii,Nome Aceito,Elatine lindbergii,Nome Aceito,Elatine lindbergii
Equisetum giganteum,Nome Aceito,Equisetum giganteum,Nome Aceito,Equisetum giganteum
Equisetum hyemale,Não Encontrado,Não Encontrado,Nome Aceito,Equisetum hyemale
Agarista chlorantha,Nome Aceito,Agarista chlorantha,Nome Aceito,Agarista chlorantha
Gaylussacia brasiliensis,Nome Aceito,Gaylussacia brasiliensis,Nome Aceito,Gaylussacia brasiliensis
Eriocaulon angustifolium,Sinônimo,Eriocaulon aquatile,Nome Aceito,Eriocaulon angustifolium,Diferente
Eriocaulon aquatile,Nome Aceito,Eriocaulon aquatile,Nome Aceito,Eriocaulon aquatile
Eriocaulon humboldtii,Nome Aceito,Eriocaulon humboldtii,Nome Aceito,Eriocaulon humboldtii
Eriocaulon magnificum,Nome Aceito,Eriocaulon magnificum,Nome Aceito,Eriocaulon magnificum
Eriocaulon modestum,Nome Aceito,Eriocaulon modestum,Nome Aceito,Eriocaulon modestum
Eriocaulon obtusum,Nome Aceito,Eriocaulon obtusum,Nome Aceito,Eriocaulon obtusum
Eriocaulon setaceum,Nome Aceito,Eriocaulon setaceum,Nome Aceito,Eriocaulon setaceum
Leiothrix pilulifera,Nome Aceito,Leiothrix pilulifera,Nome Aceito,Leiothrix pilulifera
Leiothrix rufula,Nome Aceito,Leiothrix rufula,Nome Aceito,Leiothrix rufula
Paepalanthus bifidus,Nome Aceito,Paepalanthus bifidus,Nome Aceito,Paepalanthus bifidus
Paepalanthus lamarckii,Nome Aceito,Paepalanthus lamarckii,Nome Aceito,Paepalanthus lamarckii
Paepalanthus planifolius,Nome Aceito,Paepalanthus planifolius,Nome Aceito,Paepalanthus planifolius
Paepalanthus tortilis,Nome Aceito,Paepalanthus tortilis,Nome Aceito,Paepalanthus tortilis
Syngonanthus anomalus,Nome Aceito,Syngonanthus anomalus,Nome Aceito,Syngonanthus anomalus
Syngonanthus caulescens,Nome Aceito,Syngonanthus caulescens,Nome Aceito,Syngonanthus caulescens
Syngonanthus chrysanthus,Nome Aceito,Syngonanthus chrysanthus,Nome Aceito,Syngonanthus chrysanthus
Syngonanthus glandulosus,Sinônimo,Syngonanthus caulescens,Não Encontrado,Não Encontrado,Diferente
Syngonanthus gracilis,Nome Aceito,Syngonanthus gracilis,Nome Aceito,Syngonanthus gracilis
Syngonanthus oblongus,Nome Aceito,Syngonanthus oblongus,Nome Aceito,Syngonanthus oblongus
Syngonanthus xeranthemoides,Sinônimo,Comanthera xeranthemoides,Não Encontrado,Não Encontrado,Diferente
Tonina fluviatilis,Nome Aceito,Tonina fluviatilis,Nome Aceito,Tonina fluviatilis
Acalypha arvensis,Nome Aceito,Acalypha arvensis,Não Encontrado,Não Encontrado,Diferente
Acalypha poiretii,Nome Aceito,Acalypha poiretii,Nome Aceito,Acalypha poiretii
Argythamnia heteropetala,Sinônimo,Caperonia heteropetala,Sinônimo,Caperonia heteropetala
Astraea lobata,Nome Aceito,Astraea lobata,Nome Aceito,Astraea lobata
Caperonia castaneifolia,Nome Aceito,Caperonia castaneifolia,Nome Aceito,Caperonia castaneifolia
Caperonia histrix,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Caperonia palustris,Nome Aceito,Caperonia palustris,Nome Aceito,Caperonia palustris
Croton trinitatis,Nome Aceito,Croton trinitatis,Nome Aceito,Croton trinitatis
Dalechampia scandens,Nome Aceito,Dalechampia scandens,Nome Aceito,Dalechampia scandens
Dalechampia tiliifolia,Nome Aceito,Dalechampia tiliifolia,Nome Aceito,Dalechampia tiliifolia
Euphorbia hirta L.,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Euphorbia hyssopifolia L.,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Euphorbia prostrata,Nome Aceito,Euphorbia prostrata,Nome Aceito,Euphorbia prostrata
Euphorbia thymifolia,Nome Aceito,Euphorbia thymifolia,Nome Aceito,Euphorbia thymifolia
Sapium glandulatum,Sinônimo,Sapium glandulosum,Sinônimo,Sapium glandulosum
Sesbania schottiana,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Tonina fluviatilis,Nome Aceito,Tonina fluviatilis,Nome Aceito,Tonina fluviatilis
Adesmia latifolia,Nome Aceito,Adesmia latifolia,Nome Aceito,Adesmia latifolia
Aeschynomene americana,Nome Aceito,Aeschynomene americana,Nome Aceito,Aeschynomene americana
Aeschynomene ciliata,Nome Aceito,Aeschynomene ciliata,Nome Aceito,Aeschynomene ciliata
Aeschynomene denticulata,Nome Aceito,Aeschynomene denticulata,Nome Aceito,Aeschynomene denticulata
Aeschynomene evenia,Nome Aceito,Aeschynomene evenia,Nome Aceito,Aeschynomene evenia
Aeschynomene filosa,Nome Aceito,Aeschynomene filosa,Nome Aceito,Aeschynomene filosa
Aeschynomene fluminensis,Nome Aceito,Aeschynomene fluminensis,Nome Aceito,Aeschynomene fluminensis
Aeschynomene indica,Não Encontrado,Não Encontrado,Nome Aceito,Aeschynomene indica
Aeschynomene mollicula,Nome Aceito,Aeschynomene mollicula,Nome Aceito,Aeschynomene mollicula
Aeschynomene montevidensis,Nome Aceito,Aeschynomene montevidensis,Nome Aceito,Aeschynomene montevidensis
Aeschynomene paniculata,Nome Aceito,Aeschynomene paniculata,Nome Aceito,Aeschynomene paniculata
Aeschynomene rudis,Nome Aceito,Aeschynomene rudis,Nome Aceito,Aeschynomene rudis
Aeschynomene scabra,Nome Aceito,Aeschynomene scabra,Nome Aceito,Aeschynomene scabra
Aeschynomene sensitiva,Nome Aceito,Aeschynomene sensitiva,Nome Aceito,Aeschynomene sensitiva
"""Aeschynomene virginica",Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Anadenanthera colubrina,Nome Aceito,Anadenanthera colubrina,Nome Aceito,Anadenanthera colubrina
Calopogonium mucunoides,Nome Aceito,Calopogonium mucunoides,Nome Aceito,Calopogonium mucunoides
Centrosema brasilianum,Nome Aceito,Centrosema brasilianum,Nome Aceito,Centrosema brasilianum
Centrosema pubescens,Nome Aceito,Centrosema pubescens,Nome Aceito,Centrosema pubescens
Chamaecrista calycioides,Nome Aceito,Chamaecrista calycioides,Nome Aceito,Chamaecrista calycioides
Chamaecrista diphylla,Nome Aceito,Chamaecrista diphylla,Nome Aceito,Chamaecrista diphylla
Chamaecrista hispidula,Nome Aceito,Chamaecrista hispidula,Nome Aceito,Chamaecrista hispidula
Chamaecrista nictitans,Nome Aceito,Chamaecrista nictitans,Nome Aceito,Chamaecrista nictitans
Chamaecrista repens,Nome Aceito,Chamaecrista repens,Nome Aceito,Chamaecrista repens
Clitoria falcata,Nome Aceito,Clitoria falcata,Nome Aceito,Clitoria falcata
Clitoria guianensis,Nome Aceito,Clitoria guianensis,Nome Aceito,Clitoria guianensis
Clitoria laurifolia,Nome Aceito,Clitoria laurifolia,Nome Aceito,Clitoria laurifolia
Collaea speciosa,Nome Aceito,Collaea speciosa,Nome Aceito,Collaea speciosa
Crotalaria brevifolia,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Crotalaria micans,Nome Aceito,Crotalaria micans,Nome Aceito,Crotalaria micans
Crotalaria nitens,Nome Aceito,Crotalaria nitens,Nome Aceito,Crotalaria nitens
Crotalaria pallida,Nome Aceito,Crotalaria pallida,Nome Aceito,Crotalaria pallida
Crotalaria pilosa,Nome Aceito,Crotalaria pilosa,Nome Aceito,Crotalaria pilosa
Crotalaria sagittalis,Nome Aceito,Crotalaria sagittalis,Nome Aceito,Crotalaria sagittalis
Cymbosema roseum,Nome Aceito,Cymbosema roseum,Nome Aceito,Cymbosema roseum
Dalbergia ecastophyllum,Não Encontrado,Não Encontrado,Sinônimo,Dalbergia ecastaphyllum
Desmodium adscendens,Nome Aceito,Desmodium adscendens,Nome Aceito,Desmodium adscendens
Desmodium barbatum,Nome Aceito,Desmodium barbatum,Nome Aceito,Desmodium barbatum
Desmodium incanum,Nome Aceito,Desmodium incanum,Nome Aceito,Desmodium incanum
Desmodium tortuosum,Nome Aceito,Desmodium tortuosum,Nome Aceito,Desmodium tortuosum
Dioclea grandiflora,Nome Aceito,Dioclea grandiflora,Nome Aceito,Dioclea grandiflora
Dioclea guianensis,Nome Aceito,Dioclea guianensis,Nome Aceito,Dioclea guianensis
Discolobium leptophyllum,Nome Aceito,Discolobium leptophyllum,Nome Aceito,Discolobium leptophyllum
Discolobium psoraliaefolium,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Discolobium pulchellum,Nome Aceito,Discolobium pulchellum,Nome Aceito,Discolobium pulchellum
Eriosema simplicifolium,Nome Aceito,Eriosema simplicifolium,Nome Aceito,Eriosema simplicifolium
Erythrina crista-galli,Nome Aceito,Erythrina crista-galli,Nome Aceito,Erythrina crista-galli
Indigofera hirsuta,Nome Aceito,Indigofera hirsuta,Nome Aceito,Indigofera hirsuta
Indigofera lespedezioides,Nome Aceito,Indigofera lespedezioides,Nome Aceito,Indigofera lespedezioides
Indigofera sabulicola,Nome Aceito,Indigofera sabulicola,Sinônimo,Indigofera microcarpa,Diferente
Inga affinis,Sinônimo,Inga vera,Nome Aceito,Inga affinis,Diferente
Inga marginata,Nome Aceito,Inga marginata,Sinônimo,Inga semialata,Diferente
Inga sessilis,Nome Aceito,Inga sessilis,Nome Aceito,Inga sessilis
Inga uruguensis,Sinônimo,Inga vera,Nome Aceito,Inga uruguensis,Diferente
Lonchocarpus sericeus,Nome Aceito,Lonchocarpus sericeus,Nome Aceito,Lonchocarpus sericeus
Macrolobium multijugum,Nome Aceito,Macrolobium multijugum,Nome Aceito,Macrolobium multijugum
Macroptilium gracile,Nome Aceito,Macroptilium gracile,Nome Aceito,Macroptilium gracile
Macroptilium lathyroides,Nome Aceito,Macroptilium lathyroides,Nome Aceito,Macroptilium lathyroides
Mimosa bimucronata,Nome Aceito,Mimosa bimucronata,Nome Aceito,Mimosa bimucronata
Mimosa debilis,Nome Aceito,Mimosa debilis,Nome Aceito,Mimosa debilis
Mimosa dormiens,Nome Aceito,Mimosa dormiens,Nome Aceito,Mimosa dormiens
Mimosa invisa,Nome Aceito,Mimosa invisa,Nome Aceito,Mimosa invisa
Mimosa pellita,Nome Aceito,Mimosa pellita,Nome Aceito,Mimosa pellita
Mimosa pigra,Nome Aceito,Mimosa pigra,Nome Aceito,Mimosa pigra
Mimosa pudica,Nome Aceito,Mimosa pudica,Nome Aceito,Mimosa pudica
Mimosa setosa,Nome Aceito,Mimosa setosa,Nome Aceito,Mimosa setosa
Neptunia oleracea,Nome Aceito,Neptunia oleracea,Nome Aceito,Neptunia oleracea
Neptunia plena (L.),Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Neptunia prostrata,Sinônimo,Neptunia oleracea,Sinônimo,Neptunia oleracea
Rhynchosia minima,Nome Aceito,Rhynchosia minima,Nome Aceito,Rhynchosia minima
Senna corymbosa,Nome Aceito,Senna corymbosa,Nome Aceito,Senna corymbosa
Senna obtusifolia (L.),Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Senna occidentalis,Nome Aceito,Senna occidentalis,Nome Aceito,Senna occidentalis
Senna reticulata,Nome Aceito,Senna reticulata,Nome Aceito,Senna reticulata
Senna uniflora,Nome Aceito,Senna uniflora,Nome Aceito,Senna uniflora
Sesbania exasperata,Nome Aceito,Sesbania exasperata,Nome Aceito,Sesbania exasperata
Sesbania punicea,Nome Aceito,Sesbania punicea,Nome Aceito,Sesbania punicea
Stylosanthes angustifolia,Nome Aceito,Stylosanthes angustifolia,Nome Aceito,Stylosanthes angustifolia
Stylosanthes gracilis,Nome Aceito,Stylosanthes gracilis,Não Encontrado,Não Encontrado,Diferente
