Evolvulus nummularius,NOME_ACEITO,Evolvulus nummularius
Evolvulus alopecuroides,NOME_ACEITO,Evolvulus alopecuroides
Ipomoea alba,NOME_ACEITO,Ipomoea alba
Ipomoea aquatica,NOME_ACEITO,Ipomoea aquatica
Ipomoea abyssinica,NOME_ACEITO,Ipomoea abyssinica
Ipomoea batatas,NOME_ACEITO,Ipomoea batatas
Ipomoea cairica,NOME_ACEITO,Ipomoea cairica
Ipomoea carnea,NOME_ACEITO,Ipomoea carnea
Ipomoea cynanchifolia,NOME_ACEITO,Ipomoea cynanchifolia
Ipomoea fimbriosepala,NOME_ACEITO,Ipomoea fimbriosepala
Ipomoea indivisa,NOME_ACEITO,Ipomoea indivisa
Ipomoea philomega,NOME_ACEITO,Ipomoea philomega
Ipomoea quamoclit,NOME_ACEITO,Ipomoea quamoclit
Ipomoea setifera,NOME_ACEITO,Ipomoea setifera
Ipomoea squamosa,NOME_ACEITO,Ipomoea squamosa
Ipomoea subrevoluta,NOME_ACEITO,Ipomoea subrevoluta
Ipomoea wrightii,NOME_ACEITO,Ipomoea wrightii
Iseia luxurians,NOME_ACEITO,Iseia luxurians
Jacquemontia heterantha,NOME_ACEITO,Jacquemontia heterantha
Merremia aegyptia,NOME_ACEITO,Merremia aegyptia
Merremia umbellata,NOME_ACEITO,Merremia umbellata
Operculina hamiltonii,NOME_ACEITO,Operculina hamiltonii
Tetralocularia pennellii,NOME_ACEITO,Tetralocularia pennellii
Costus arabicus,NOME_ACEITO,Costus arabicus
Costus acanthocephalus,NOME_ACEITO,Costus acanthocephalus
Crassula peduncularis,NOME_ACEITO,Crassula peduncularis
Cyclanthera hystrix,NOME_ACEITO,Cyclanthera hystrix
Elaterium amazonicum,SINONIMO,Rytidostylis amazonica
Fevillea trilobata,NOME_ACEITO,Fevillea trilobata
Gurania bignoniacea,NOME_ACEITO,Gurania bignoniacea
Gurania tricuspidata,NOME_ACEITO,Gurania tricuspidata
Luffa operculata,NOME_ACEITO,Luffa operculata
Momordica charantia,NOME_ACEITO,Momordica charantia
Halodule emarginata,NOME_ACEITO,Halodule emarginata
Halodule wrightii,NOME_ACEITO,Halodule wrightii
Abildgaardia ovata,SINONIMO,Fimbristylis ovata
Becquerelia cymosa,NOME_ACEITO,Becquerelia cymosa
Becquerelia muricata,NOME_ACEITO,Becquerelia muricata
Bulbostylis capillaris,NOME_ACEITO,Bulbostylis capillaris
Bulbostylis junciformis,NOME_ACEITO,Bulbostylis junciformis
Bulbostylis juncoides,NOME_ACEITO,Bulbostylis juncoides
Bulbostylis sellowiana,NOME_ACEITO,Bulbostylis sellowiana
Bulbostylis truncata,NOME_ACEITO,Bulbostylis truncata
Carex brasiliensis,NOME_ACEITO,Carex brasiliensis
Carex pseudocyperus,NOME_ACEITO,Carex pseudocyperus
